Quantidade,Descrição,Valor (texto),Valor (numérico),Linha Original
1.0,SMARTPHONE XIAOMI REDMI 13C //IMEI:867443073596565-NOVO -,"899,10",899.1,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:867443073596565-NOVO -"
1.0,SMARTPHONE XIAOMI REDMI 13C //IMEI:867811078662287-NOVO -,"899,10",899.1,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:867811078662287-NOVO -"
1.0,SMARTPHONE XIAOMI REDMI 13C //IMEI:862839071865347-NOVO -,"899,10",899.1,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:862839071865347-NOVO -"
1.0,SMARTPHONE XIAOMI REDMI 13C //IMEI:862839071735623-NOVO -,"899,10",899.1,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:862839071735623-NOVO -"
1.0,SMARTPHONE XIAOMI REDMI 13C //IMEI:867811078668748-NOVO -,"899,10",899.1,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:867811078668748-NOVO -"
1.0,SMARTPHONE XIAOMI REDMI 13C //IMEI:862626074165464-NOVO -,"949,00",949.0,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:862626074165464-NOVO -"
1.0,SMARTPHONE XIAOMI REDMI 13C //IMEI:862626073062720-NOVO -,"949,00",949.0,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:862626073062720-NOVO -"
1.0,SMARTPHONE XIAOMI REDMI 13C //IMEI:862626074154203-NOVO -,"949,00",949.0,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:862626074154203-NOVO -"
1.0,SMARTPHONE XIAOMI REDMI 13C //IMEI:862626073028523-NOVO -,"949,00",949.0,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:862626073028523-NOVO -"
1.0,SMARTPHONE XIAOMI REDMI 13C //IMEI:862626074171884-NOVO -,"949,00",949.0,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:862626074171884-NOVO -"
1.0,SMARTPHONE XIAOMI REDMI 13C //IMEI:862626074137042-NOVO -,"949,00",949.0,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:862626074137042-NOVO -"
1.0,SMARTPHONE XIAOMI REDMI 14C /4GB/128GB,"812,00",812.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C /4GB/128GB"
1.0,SMARTPHONE XIAOMI REDMI 14C /4GB/128GB,"812,00",812.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C /4GB/128GB"
1.0,SMARTPHONE XIAOMI REDMI 14C /4GB/128GB,"812,00",812.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C /4GB/128GB"
1.0,SMARTPHONE XIAOMI REDMI 14C /8GB/256GB,"1.169,00",1169.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C /8GB/256GB"
1.0,SMARTPHONE XIAOMI REDMI 14C /8GB/256GB,"1.169,00",1169.0,"1,00 un SMARTPHONE XIAOMI REDMI 14C /8GB/256GB"
1.0,SMARTPHONE XIAOMI REDMI 13C-4GB/128GB,"854,10",854.1,"1,00 un SMARTPHONE XIAOMI REDMI 13C-4GB/128GB"
1.0,SMARTPHONE XIAOMI REDMI 13C-4GB/128GB,"854,10",854.1,"1,00 un SMARTPHONE XIAOMI REDMI 13C-4GB/128GB"
1.0,SMARTPHONE XIAOMI REDMI 13C-4GB/128GB,"854,10",854.1,"1,00 un SMARTPHONE XIAOMI REDMI 13C-4GB/128GB"
1.0,SMARTPHONE XIAOMI REDMI 13C-4GB/128GB,"854,10",854.1,"1,00 un SMARTPHONE XIAOMI REDMI 13C-4GB/128GB"
1.0,SMARTPHONE XIAOMI REDMI 13C-4GB/128GB,"854,10",854.1,"1,00 un SMARTPHONE XIAOMI REDMI 13C-4GB/128GB"
1.0,SMARTPHONE XIAOMI REDMI 13C-8GB/256GB,"1.149,99",1149.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C-8GB/256GB"
1.0,SMARTPHONE XIAOMI REDMI 13C-8GB/256GB,"1.149,99",1149.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C-8GB/256GB"
1.0,SMARTPHONE XIAOMI REDMI 13C-8GB/256GB,"1.149,99",1149.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C-8GB/256GB"
1.0,SMARTPHONE XIAOMI REDMI 13C-8GB/256GB,"1.149,99",1149.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C-8GB/256GB"
1.0,SMARTPHONE XIAOMI REDMI 13C-8GB/256GB,"1.149,99",1149.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C-8GB/256GB"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:868983071849622-,"2.189,00",2189.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:868983071849622-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:867580074787626-,"2.189,00",2189.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:867580074787626-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:865314071623986-,"2.189,00",2189.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //IMEI:865314071623986-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G,"2.166,00",2166.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:43900335935-,"1.749,00",1749.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:43900335935-"
1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:866572071674122-NOVO -,"1.121,73",1121.73,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:866572071674122-NOVO -"
2.0,"SMARTPHONE REDMI NOTE 10 PRO 8GB RAM, 128 GB/// R$ 5.961,98","5.961,98",5961.98,"2,00 un SMARTPHONE REDMI NOTE 10 PRO 8GB RAM, 128 GB/// R$ 5.961,98"
6.0,"SMARTPHONE REDMI NOTE 9C 3GB RAM, 64 GB/// R$ 7.200,00","7.200,00",7200.0,"6,00 un SMARTPHONE REDMI NOTE 9C 3GB RAM, 64 GB/// R$ 7.200,00"
5.0,"SMARTPHONE REDMI 9A 2GB RAM. 32 GB/// R$ 3.745,00","3.745,00",3745.0,"5,00 un SMARTPHONE REDMI 9A 2GB RAM. 32 GB/// R$ 3.745,00"
1.0,SMARTPHONE XIAOMI REDMI NOTE PRO M: 23117RA68G 12 GB RAM,"2.400,00",2400.0,"1,00 un SMARTPHONE XIAOMI REDMI NOTE PRO M: 23117RA68G 12 GB RAM"
2.0,"SMARTPHONE APPLE IPHONE 6S COM SINAIS DE USO/// R$ 1.032,06","1.032,06",1032.06,"2,00 un SMARTPHONE APPLE IPHONE 6S COM SINAIS DE USO/// R$ 1.032,06"
1.0,"SMARTPHONE APPLE IPHONE XR COM SINAIS DE USO/// R$ 1.744,33","1.744,33",1744.33,"1,00 un SMARTPHONE APPLE IPHONE XR COM SINAIS DE USO/// R$ 1.744,33"
1.0,"SMARTPHONE APPLE IPHONE 8 PLUS COM SINAIS DE USO/// R$ 1.462,70","1.462,70",1462.7,"1,00 un SMARTPHONE APPLE IPHONE 8 PLUS COM SINAIS DE USO/// R$ 1.462,70"
1.0,"SMARTPHONE XIAOMI REDMI 9I 4 GB RAM - 64 GB (MADE IN INDIA)/// R$ 1.145,66","1.145,66",1145.66,"1,00 un SMARTPHONE XIAOMI REDMI 9I 4 GB RAM - 64 GB (MADE IN INDIA)/// R$ 1.145,66"
2.0,"SMARTPHONE XIAOMI REDMI 9 4 GB RAM - 128 GB (MADE IN INDIA)/// R$ 2.350,66","2.350,66",2350.66,"2,00 un SMARTPHONE XIAOMI REDMI 9 4 GB RAM - 128 GB (MADE IN INDIA)/// R$ 2.350,66"
1.0,"SMARTPHONE XIAOMI REDMI 9 4 GB RAM - 64 GB (MADE IN INDIA)/// R$ 725,67","725,67",725.67,"1,00 un SMARTPHONE XIAOMI REDMI 9 4 GB RAM - 64 GB (MADE IN INDIA)/// R$ 725,67"
1.0,SMARTPHONE XIAOMI REDMI 9 PRIME 4 GB RAM - 128 GB (INDUSTRIA,"1.498,00",1498.0,"1,00 un SMARTPHONE XIAOMI REDMI 9 PRIME 4 GB RAM - 128 GB (INDUSTRIA"
1.0,SMARTPHONE XIAOMI REDMI 9 PRIME 4 GB RAM - 64 GB (MADE IN,"1.247,23",1247.23,"1,00 un SMARTPHONE XIAOMI REDMI 9 PRIME 4 GB RAM - 64 GB (MADE IN"
3.0,SMARTPHONE XIAOMI REDMI 9 POWER 4 GB RAM - 128 GB (MADE IN,"3.999,15",3999.15,"3,00 un SMARTPHONE XIAOMI REDMI 9 POWER 4 GB RAM - 128 GB (MADE IN"
10.0,SMARTPHONE XIAOMI REDMI 9T 6 GB RAM - 128 GB (MADE IN,"11.660,30",11660.3,"10,00 un SMARTPHONE XIAOMI REDMI 9T 6 GB RAM - 128 GB (MADE IN"
5.0,SMARTPHONE XIAOMI REDMI NOTE 9 4 GB RAM - 128 GB (MADE IN,"5.996,65",5996.65,"5,00 un SMARTPHONE XIAOMI REDMI NOTE 9 4 GB RAM - 128 GB (MADE IN"
3.0,SMARTPHONE XIAOMI REDMI NOTE 10 6 GB RAM - 128 GB (MADE IN,"4.806,00",4806.0,"3,00 un SMARTPHONE XIAOMI REDMI NOTE 10 6 GB RAM - 128 GB (MADE IN"
5.0,SMARTPHONE XIAOMI REDMI NOTE 10 6 GB RAM - 128 GB (MADE IN,"8.010,00",8010.0,"5,00 un SMARTPHONE XIAOMI REDMI NOTE 10 6 GB RAM - 128 GB (MADE IN"
3.0,"SMARTPHONE XIAOMI REDMI 9A 2 GB RAM - 32 GB (MADE IN INDIA)/// R$ 2.177,01","2.177,01",2177.01,"3,00 un SMARTPHONE XIAOMI REDMI 9A 2 GB RAM - 32 GB (MADE IN INDIA)/// R$ 2.177,01"
4.0,SMARTPHONE XIAOMI REDMI 9A 2 GB RAM - 32 GB (MADE IN,"2.902,68",2902.68,"4,00 un SMARTPHONE XIAOMI REDMI 9A 2 GB RAM - 32 GB (MADE IN"
10.0,SMARTPHONE XIAOMI POCO X3 PRO 6 GB RAM - 128 GB (MADE IN,"22.593,30",22593.3,"10,00 un SMARTPHONE XIAOMI POCO X3 PRO 6 GB RAM - 128 GB (MADE IN"
5.0,"SMARTPHONE XIAOMI POCO X3 6 GB RAM - 64 GB (MADE IN CHINA)/// R$ 10.381,65","10.381,65",10381.65,"5,00 un SMARTPHONE XIAOMI POCO X3 6 GB RAM - 64 GB (MADE IN CHINA)/// R$ 10.381,65"
13.0,SMARTPHONE XIAOMI POCO X3 6 GB RAM - 128 GB (MADE IN,"30.480,19",30480.19,"13,00 un SMARTPHONE XIAOMI POCO X3 6 GB RAM - 128 GB (MADE IN"
9.0,"SMARTPHONE APPLE IPHONE 13 PRO MAX 256 GB-A2484/// R$ 59.508,00","59.508,00",59508.0,"9,00 un SMARTPHONE APPLE IPHONE 13 PRO MAX 256 GB-A2484/// R$ 59.508,00"
7.0,"SMARTPHONE APPLE IPHONE 13 PRO MAX 512 GB - A2484/// R$ 53.914,00","53.914,00",53914.0,"7,00 un SMARTPHONE APPLE IPHONE 13 PRO MAX 512 GB - A2484/// R$ 53.914,00"
6.0,"SMARTPHONE APPLE I PHONE 13 PRO MAX 1 T- A 2484/// R$ 65.238,00","65.238,00",65238.0,"6,00 un SMARTPHONE APPLE I PHONE 13 PRO MAX 1 T- A 2484/// R$ 65.238,00"
20.0,"SMARTPHONE APPLE I PHONE 13 256 GB - A 2633/// R$ 113.860,00","113.860,00",113860.0,"20,00 un SMARTPHONE APPLE I PHONE 13 256 GB - A 2633/// R$ 113.860,00"
3.0,SMARTPHONE XIAOMI 4GB RAM 64GB ROM REDMI NOTE 7 NEPTUNE,"2.100,00",2100.0,"3,00 un SMARTPHONE XIAOMI 4GB RAM 64GB ROM REDMI NOTE 7 NEPTUNE"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G,"2.499,90",2499.9,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC083441167BR-,"2.393,10",2393.1,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC083441167BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK403510366BR-,"2.464,15",2464.15,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK403510366BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AK403556990BR-,"2.393,10",2393.1,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AK403556990BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC109069555BR-,"2.393,10",2393.1,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC109069555BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC083308344BR-,"2.393,10",2393.1,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC083308344BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC083513990BR-,"2.393,10",2393.1,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC083513990BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC083501798BR-,"2.393,10",2393.1,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC083501798BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC083501798BR-,"2.393,10",2393.1,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC083501798BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083298094BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083298094BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083434798BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083434798BR-"
1.0,SMARTPHONE XIAOMI POCO X6 5G //CB:AK449260381BR-,"1.954,15",1954.15,"1,00 un SMARTPHONE XIAOMI POCO X6 5G //CB:AK449260381BR-"
1.0,SMARTPHONE REALME C67 //CB:AC083455356BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AC083455356BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083459083BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083459083BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK438477100BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK438477100BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK426945454BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK426945454BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:'AK426930980BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:'AK426930980BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK438548720BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK438548720BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK403510145BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK403510145BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK382217866BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK382217866BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK426979988BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK426979988BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK270200959BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK270200959BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK270201490BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK270201490BR-"
1.0,SMARTPHONE REALME C67 //CB:AC139508967BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AC139508967BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083464145BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083464145BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK426947150BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK426947150BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK403511450BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK403511450BR-"
1.0,SMARTPHONE REALME C67 //CB:AK403496960BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AK403496960BR-"
1.0,SMARTPHONE REALME C67 //CB:AK441677715BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AK441677715BR-"
1.0,SMARTPHONE REALME C67 //CB:AC153149528BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AC153149528BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK376266593BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK376266593BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK270438315BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK270438315BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083433302BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083433302BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK426931000BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK426931000BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK382139744BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK382139744BR-"
1.0,SMARTPHONE REALME C67 //CB:AK438476943BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AK438476943BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK426944119BR-,"789,57",789.57,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK426944119BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083531667BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083531667BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083461904BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083461904BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC144573345BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC144573345BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK270452498BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK270452498BR-"
1.0,SMARTPHONE REALME C67 //CB:AK444405795BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AK444405795BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK438477039BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK438477039BR-"
1.0,SMARTPHONE XIAOMI POCO X6 5G //CB:AK457233175BR-,"1.954,15",1954.15,"1,00 un SMARTPHONE XIAOMI POCO X6 5G //CB:AK457233175BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083470574BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083470574BR-"
1.0,SMARTPHONE REALME C67 //CB:AC139450839BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AC139450839BR-"
1.0,SMARTPHONE REALME C67 //CB:AK438548755BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AK438548755BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083454789BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083454789BR-"
1.0,SMARTPHONE REALME C67 //CB:AK403511154BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AK403511154BR-"
1.0,SMARTPHONE REALME C67 //CB:AK438476722BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AK438476722BR-"
1.0,SMARTPHONE REALME C67 //CB:AK403497449BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AK403497449BR-"
1.0,"SMARTPHONE XIAOMI REDMI 13C //CB:AC083308035BR-IMEI: R$ 1.099,99","1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083308035BR-IMEI: R$ 1.099,99"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC150467283BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC150467283BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK438477060BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK438477060BR-"
1.0,SMARTPHONE REALME C67 //CB:AC139450799BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AC139450799BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083489995BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083489995BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083492084BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083492084BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083495284BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083495284BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083492552BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083492552BR-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC139451057BR-,"2.990,00",2990.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC139451057BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK426996972BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK426996972BR-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC158593340BR-,"2.990,00",2990.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC158593340BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK426948858BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK426948858BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083450115BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083450115BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083472601BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083472601BR-"
1.0,SMARTPHONE REALME C67 //CB:AK438476625BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AK438476625BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083513703BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083513703BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083513703BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083513703BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK270469003BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK270469003BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK382172351BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK382172351BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK270483610BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK270483610BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083462140BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083462140BR-"
1.0,SMARTPHONE REALME C67 //CB:AK403555787BR-,"1.289,90",1289.9,"1,00 un SMARTPHONE REALME C67 //CB:AK403555787BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083519357BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083519357BR-"
1.0,SMARTPHONE REALME NOTE 50 //CB:AK449260364BR-,"645,75",645.75,"1,00 un SMARTPHONE REALME NOTE 50 //CB:AK449260364BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK426943612BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK426943612BR-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AK426927416BR-,"2.990,00",2990.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AK426927416BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083437905BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083437905BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK270215264BR-,"1.345,50",1345.5,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK270215264BR-"
1.0,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AK438477011BR-,"1.839,00",1839.0,"1,00 un SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AK438477011BR-"
1.0,SMARTPHONE XIAOMI REDMI NOTE 13 5G //CB:AC139450391BR-,"2.079,90",2079.9,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 5G //CB:AC139450391BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083462649BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083462649BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AK382154211BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AK382154211BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC083491415BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC083491415BR-"
1.0,SMARTPHONE XIAOMI REDMI 13C //CB:AC139450958BR-,"1.099,99",1099.99,"1,00 un SMARTPHONE XIAOMI REDMI 13C //CB:AC139450958BR-"
